hash1, hash2, hash3, hash4, hash5, hash6, 
0, 0, 0, 1, 22, 22, 
0, 0, 0, 1, 25, 17, 
0, 0, 0, 0, 26, 18, 
0, 0, 0, 0, 14, 16, 
0, 0, 0, 1, 11, 15, 
0, 0, 0, 1, 16, 18, 
0, 0, 0, 1, 23, 25, 
0, 0, 0, 0, 18, 17, 
0, 0, 0, 0, 19, 20, 
0, 0, 0, 0, 18, 24, 
0, 0, 0, 0, 12, 16, 
0, 0, 0, 0, 23, 16, 
0, 0, 0, 0, 21, 19, 
0, 0, 0, 0, 17, 14, 
0, 0, 0, 2, 16, 19, 
0, 0, 0, 0, 22, 17, 
0, 0, 0, 0, 25, 16, 
0, 0, 0, 0, 18, 10, 
0, 0, 0, 2, 13, 24, 
0, 0, 0, 1, 21, 19, 
0, 0, 0, 1, 26, 23, 
0, 0, 0, 0, 20, 24, 
0, 0, 0, 2, 24, 20, 
0, 0, 0, 0, 16, 20, 
0, 0, 0, 3, 20, 15, 
0, 0, 0, 0, 21, 19, 
0, 0, 0, 1, 13, 18, 
0, 0, 0, 0, 12, 28, 
0, 0, 0, 3, 24, 24, 
0, 0, 0, 2, 21, 21, 
0, 0, 0, 3, 26, 21, 
0, 0, 0, 0, 9, 19, 
0, 0, 0, 2, 15, 24, 
0, 0, 0, 2, 14, 29, 
0, 0, 0, 3, 14, 21, 
0, 0, 0, 2, 16, 16, 
0, 0, 0, 4, 9, 19, 
0, 0, 0, 2, 10, 21, 
0, 0, 0, 3, 9, 12, 
0, 0, 0, 1, 18, 26, 
0, 0, 0, 2, 15, 20, 
0, 0, 0, 1, 16, 22, 
0, 0, 0, 4, 18, 19, 
0, 0, 0, 4, 9, 27, 
0, 0, 0, 3, 17, 20, 
0, 0, 0, 0, 13, 21, 
0, 0, 0, 1, 41, 26, 
0, 0, 0, 2, 49, 25, 
0, 0, 0, 1, 30, 18, 
0, 0, 0, 1, 38, 20, 
0, 0, 0, 2, 41, 19, 
0, 0, 0, 0, 32, 21, 
0, 0, 0, 2, 32, 27, 
0, 0, 0, 4, 36, 28, 
0, 0, 0, 3, 23, 25, 
0, 0, 0, 1, 33, 22, 
0, 0, 0, 5, 19, 16, 
0, 0, 0, 2, 32, 19, 
0, 0, 0, 1, 17, 18, 
0, 0, 0, 0, 37, 23, 
0, 0, 0, 3, 34, 22, 
0, 0, 0, 3, 31, 22, 
0, 0, 0, 3, 38, 20, 
0, 0, 0, 1, 39, 17, 
0, 0, 0, 4, 38, 22, 
0, 0, 0, 4, 36, 22, 
0, 0, 0, 4, 28, 15, 
0, 0, 0, 3, 26, 23, 
0, 0, 0, 6, 28, 15, 
0, 0, 0, 3, 29, 21, 
0, 0, 0, 5, 30, 19, 
0, 0, 0, 3, 22, 19, 
0, 0, 0, 5, 30, 22, 
0, 0, 0, 1, 24, 17, 
0, 0, 0, 6, 20, 26, 
0, 0, 0, 8, 25, 29, 
0, 0, 0, 5, 19, 25, 
0, 0, 0, 3, 12, 12, 
0, 0, 0, 4, 4, 19, 
0, 0, 0, 3, 28, 17, 
0, 0, 0, 4, 38, 15, 
0, 0, 0, 2, 39, 23, 
0, 0, 0, 3, 33, 22, 
0, 0, 0, 0, 28, 12, 
0, 0, 0, 3, 25, 18, 
0, 0, 0, 4, 28, 14, 
0, 0, 0, 3, 20, 17, 
0, 0, 0, 2, 24, 14, 
0, 0, 0, 4, 19, 14, 
0, 0, 0, 2, 23, 22, 
0, 0, 0, 1, 17, 18, 
0, 0, 0, 1, 29, 23, 
0, 0, 0, 1, 29, 12, 
0, 0, 0, 1, 30, 16, 
0, 0, 0, 0, 27, 21, 
0, 0, 0, 2, 29, 19, 
0, 0, 0, 1, 31, 21, 
0, 0, 0, 0, 28, 15, 
0, 0, 0, 0, 21, 21, 
0, 0, 0, 1, 23, 16, 
0, 0, 0, 0, 23, 25, 
0, 0, 0, 0, 30, 19, 
0, 0, 0, 0, 31, 16, 
0, 0, 0, 1, 17, 20, 
0, 0, 0, 0, 18, 31, 
0, 0, 0, 1, 32, 15, 
0, 0, 0, 0, 22, 17, 
0, 0, 0, 0, 19, 22, 
0, 0, 0, 0, 17, 23, 
0, 0, 0, 0, 14, 21, 
0, 0, 0, 0, 15, 19, 
0, 0, 0, 0, 4, 17, 
0, 0, 0, 0, 4, 30, 
0, 0, 0, 0, 6, 17, 
0, 0, 0, 0, 2, 15, 
0, 0, 0, 0, 6, 27, 
0, 0, 0, 0, 7, 13, 
0, 0, 0, 0, 5, 25, 
0, 0, 0, 1, 4, 21, 
0, 0, 0, 0, 13, 22, 
0, 0, 0, 2, 12, 30, 
0, 0, 0, 1, 12, 18, 
0, 0, 0, 1, 19, 19, 
0, 0, 0, 1, 6, 17, 
0, 0, 0, 3, 9, 21, 
0, 0, 0, 1, 5, 26, 
0, 0, 0, 2, 10, 19, 
0, 0, 0, 2, 3, 19, 
0, 0, 0, 4, 2, 26, 
0, 0, 0, 4, 8, 19, 
0, 0, 0, 4, 6, 16, 
0, 0, 0, 6, 2, 26, 
0, 0, 0, 6, 6, 26, 
0, 0, 0, 6, 3, 23, 
0, 0, 0, 4, 10, 20, 
0, 0, 0, 4, 8, 19, 
0, 0, 0, 11, 10, 18, 
0, 0, 0, 7, 6, 23, 
0, 0, 0, 9, 8, 31, 
0, 0, 0, 10, 8, 15, 
0, 0, 0, 7, 8, 16, 
0, 0, 0, 6, 15, 19, 
0, 0, 0, 10, 16, 19, 
0, 0, 0, 19, 6, 18, 
0, 0, 0, 6, 10, 19, 
0, 0, 0, 9, 20, 8, 
0, 0, 0, 7, 6, 23, 
0, 0, 0, 14, 3, 20, 
0, 0, 0, 8, 3, 15, 
0, 0, 0, 11, 4, 17, 
0, 0, 0, 13, 9, 14, 
0, 0, 0, 5, 9, 25, 
0, 0, 0, 10, 19, 23, 
0, 0, 0, 15, 13, 23, 
0, 0, 0, 18, 13, 33, 
0, 0, 0, 11, 17, 13, 
0, 0, 0, 9, 10, 11, 
0, 0, 0, 9, 10, 20, 
0, 0, 0, 11, 8, 27, 
0, 0, 0, 13, 21, 21, 
0, 0, 0, 15, 19, 10, 
0, 0, 0, 14, 15, 28, 
0, 0, 0, 5, 24, 19, 
0, 0, 0, 15, 21, 13, 
0, 0, 0, 21, 21, 17, 
0, 0, 0, 16, 20, 11, 
0, 0, 0, 17, 19, 21, 
0, 0, 0, 21, 14, 17, 
0, 0, 0, 19, 21, 27, 
0, 0, 0, 22, 12, 20, 
0, 0, 0, 14, 14, 20, 
0, 0, 0, 21, 11, 27, 
0, 0, 0, 22, 18, 30, 
0, 0, 0, 23, 14, 24, 
0, 0, 0, 17, 10, 12, 
0, 0, 0, 21, 27, 27, 
0, 0, 0, 13, 8, 19, 
0, 0, 0, 15, 21, 27, 
0, 0, 0, 14, 19, 26, 
0, 0, 0, 19, 26, 22, 
0, 0, 0, 18, 20, 22, 
0, 0, 0, 13, 27, 18, 
0, 0, 0, 23, 15, 17, 
0, 0, 0, 15, 17, 14, 
0, 0, 0, 14, 15, 21, 
0, 0, 0, 21, 14, 17, 
0, 0, 0, 20, 21, 20, 
0, 0, 0, 11, 20, 25, 
0, 0, 0, 12, 11, 17, 
0, 0, 0, 9, 24, 19, 
0, 0, 0, 9, 16, 19, 
0, 0, 0, 13, 9, 16, 
0, 0, 0, 8, 22, 21, 
0, 0, 0, 8, 28, 18, 
0, 0, 0, 6, 27, 23, 
0, 0, 0, 6, 20, 12, 
0, 0, 0, 12, 18, 17, 
0, 0, 0, 5, 18, 11, 
0, 0, 0, 5, 17, 12, 
0, 0, 0, 8, 22, 22, 
0, 0, 0, 3, 22, 13, 
0, 0, 0, 4, 27, 25, 
0, 0, 0, 3, 26, 22, 
0, 0, 0, 3, 21, 19, 
0, 0, 0, 6, 15, 26, 
0, 0, 0, 3, 20, 17, 
0, 0, 0, 2, 18, 13, 
0, 0, 0, 1, 13, 19, 
0, 0, 0, 0, 33, 23, 
0, 0, 0, 1, 31, 20, 
0, 0, 0, 4, 15, 28, 
0, 0, 0, 0, 19, 8, 
0, 0, 0, 0, 20, 20, 
0, 0, 0, 0, 22, 21, 
0, 0, 0, 0, 20, 19, 
0, 0, 0, 1, 16, 19, 
0, 0, 0, 2, 21, 22, 
0, 0, 0, 1, 18, 17, 
0, 0, 0, 0, 20, 27, 
0, 0, 0, 3, 23, 28, 
0, 0, 0, 4, 13, 32, 
0, 0, 0, 2, 17, 9, 
0, 0, 0, 3, 23, 18, 
0, 0, 0, 4, 19, 18, 
0, 0, 0, 9, 10, 13, 
0, 0, 0, 3, 13, 21, 
0, 0, 0, 3, 10, 11, 
0, 0, 0, 7, 2, 11, 
0, 0, 0, 9, 13, 25, 
0, 0, 0, 7, 17, 21, 
0, 0, 0, 6, 6, 27, 
0, 0, 0, 6, 8, 23, 
0, 0, 0, 13, 10, 18, 
0, 0, 0, 13, 13, 21, 
0, 0, 0, 14, 25, 25, 
0, 0, 0, 17, 24, 25, 
0, 0, 0, 9, 15, 23, 
0, 0, 0, 20, 16, 21, 
0, 0, 0, 18, 15, 18, 
0, 0, 0, 24, 36, 28, 
0, 0, 0, 15, 41, 19, 
0, 0, 0, 21, 41, 24, 
0, 0, 0, 13, 43, 15, 
0, 0, 0, 17, 36, 25, 
0, 0, 0, 21, 27, 13, 
0, 0, 0, 21, 39, 21, 
0, 0, 0, 17, 34, 23, 
0, 0, 0, 31, 29, 17, 
0, 0, 0, 24, 32, 23, 
0, 0, 0, 26, 28, 15, 
0, 0, 0, 27, 31, 19, 
0, 0, 0, 21, 28, 14, 
0, 0, 0, 20, 35, 19, 
0, 0, 0, 22, 34, 13, 
0, 0, 0, 27, 28, 29, 
0, 0, 0, 31, 40, 23, 
0, 0, 0, 32, 46, 18, 
0, 0, 0, 34, 36, 12, 
0, 0, 0, 30, 43, 25, 
0, 0, 0, 32, 50, 10, 
0, 0, 0, 28, 49, 23, 
0, 0, 0, 29, 46, 20, 
0, 0, 0, 22, 33, 24, 
0, 0, 0, 35, 16, 21, 
0, 0, 0, 32, 28, 22, 
0, 0, 0, 40, 21, 24, 
0, 0, 0, 28, 23, 15, 
0, 0, 0, 43, 16, 16, 
0, 0, 0, 25, 13, 24, 
0, 0, 0, 39, 29, 23, 
0, 0, 0, 41, 19, 22, 
0, 0, 0, 46, 10, 30, 
0, 0, 0, 43, 31, 16, 
0, 0, 0, 47, 41, 19, 
0, 0, 0, 42, 28, 17, 
0, 0, 0, 48, 34, 16, 
0, 0, 0, 38, 26, 23, 
0, 0, 0, 53, 36, 21, 
0, 0, 0, 35, 21, 27, 
0, 0, 0, 54, 41, 13, 
0, 0, 0, 52, 24, 25, 
0, 0, 0, 55, 30, 17, 
0, 0, 0, 51, 29, 24, 
0, 0, 0, 58, 35, 24, 
0, 0, 0, 40, 29, 19, 
0, 0, 0, 45, 29, 18, 
0, 0, 0, 63, 32, 14, 
0, 0, 0, 49, 26, 18, 
0, 0, 0, 46, 38, 22, 
0, 0, 0, 50, 32, 22, 
0, 0, 0, 47, 38, 22, 
0, 0, 0, 44, 31, 13, 
0, 0, 0, 41, 37, 24, 
0, 0, 0, 43, 32, 31, 
0, 0, 0, 41, 37, 12, 
0, 0, 0, 55, 43, 23, 
0, 0, 0, 36, 29, 17, 
0, 0, 0, 44, 35, 13, 
0, 0, 0, 38, 32, 24, 
0, 0, 0, 50, 25, 20, 
0, 0, 0, 32, 28, 17, 
0, 0, 0, 31, 27, 16, 
0, 0, 0, 28, 24, 19, 
0, 0, 0, 29, 26, 10, 
0, 0, 0, 19, 8, 22, 
0, 0, 0, 26, 9, 19, 
0, 0, 0, 28, 6, 16, 
0, 0, 0, 19, 7, 24, 
0, 0, 0, 26, 9, 25, 
0, 0, 0, 21, 8, 21, 
0, 0, 0, 5, 7, 20, 
0, 0, 0, 15, 7, 14, 
0, 0, 0, 13, 10, 18, 
0, 0, 0, 14, 8, 20, 
0, 0, 0, 11, 8, 23, 
0, 0, 0, 11, 12, 19, 
0, 0, 0, 10, 19, 19, 
0, 0, 0, 4, 14, 25, 
0, 0, 0, 8, 5, 18, 
0, 0, 0, 3, 11, 15, 
0, 0, 0, 6, 5, 16, 
0, 0, 0, 2, 11, 14, 
0, 0, 0, 2, 6, 19, 
0, 0, 0, 4, 5, 9, 
0, 0, 0, 4, 8, 15, 
0, 0, 0, 2, 13, 16, 
0, 0, 0, 3, 3, 16, 
0, 0, 0, 4, 2, 16, 
0, 0, 0, 4, 9, 13, 
0, 0, 0, 6, 10, 31, 
0, 0, 0, 7, 11, 18, 
0, 0, 0, 7, 8, 17, 
0, 0, 0, 8, 14, 16, 
0, 0, 0, 8, 8, 18, 
0, 0, 0, 4, 6, 20, 
0, 0, 0, 13, 6, 17, 
0, 0, 0, 4, 6, 19, 
0, 0, 0, 4, 6, 26, 
0, 0, 0, 14, 10, 24, 
0, 0, 0, 13, 9, 29, 
0, 0, 0, 13, 4, 27, 
0, 0, 0, 12, 5, 21, 
0, 0, 0, 14, 5, 15, 
0, 0, 0, 11, 2, 10, 
0, 0, 0, 13, 10, 20, 
0, 0, 0, 12, 7, 20, 
0, 0, 0, 12, 5, 17, 
0, 0, 0, 20, 4, 17, 
0, 0, 0, 19, 3, 22, 
0, 0, 0, 18, 7, 25, 
0, 0, 0, 29, 4, 14, 
0, 0, 0, 29, 4, 20, 
0, 0, 0, 36, 16, 23, 
0, 0, 0, 29, 24, 20, 
0, 0, 0, 26, 16, 24, 
0, 0, 0, 34, 16, 15, 
0, 0, 0, 27, 8, 20, 
0, 0, 0, 25, 17, 25, 
0, 0, 0, 37, 17, 26, 
0, 0, 0, 37, 16, 13, 
0, 0, 0, 39, 9, 20, 
0, 0, 0, 27, 11, 24, 
0, 0, 0, 31, 12, 17, 
0, 0, 0, 33, 8, 19, 
0, 0, 0, 38, 9, 24, 
0, 0, 0, 51, 11, 25, 
0, 0, 0, 42, 7, 14, 
0, 0, 0, 37, 9, 13, 
0, 0, 0, 44, 18, 19, 
0, 0, 0, 41, 16, 23, 
0, 0, 0, 50, 14, 38, 
0, 0, 0, 52, 17, 24, 
0, 0, 0, 57, 18, 20, 
0, 0, 0, 53, 24, 20, 
0, 0, 0, 55, 15, 17, 
0, 0, 0, 67, 20, 22, 
0, 0, 0, 44, 9, 27, 
0, 0, 0, 54, 13, 20, 
0, 0, 0, 64, 13, 16, 
0, 0, 0, 58, 17, 14, 
0, 0, 0, 68, 11, 16, 
0, 0, 0, 60, 18, 23, 
0, 0, 0, 66, 11, 20, 
0, 0, 0, 63, 19, 30, 
0, 0, 0, 78, 12, 9, 
0, 0, 0, 77, 16, 19, 
0, 0, 0, 75, 21, 24, 
0, 0, 0, 88, 20, 28, 
0, 0, 0, 61, 26, 19, 
0, 0, 0, 72, 12, 18, 
0, 0, 0, 76, 15, 21, 
0, 0, 0, 77, 18, 19, 
0, 0, 0, 84, 16, 26, 
0, 0, 0, 69, 12, 19, 
0, 0, 0, 70, 20, 24, 
0, 0, 0, 67, 22, 22, 
0, 0, 0, 77, 11, 22, 
0, 0, 0, 73, 14, 20, 
0, 0, 0, 80, 12, 18, 
0, 0, 0, 59, 22, 17, 
0, 0, 0, 73, 16, 15, 
0, 0, 0, 64, 17, 23, 
0, 0, 0, 72, 15, 23, 
0, 0, 0, 64, 16, 18, 
0, 0, 0, 62, 20, 17, 
0, 0, 0, 53, 17, 26, 
0, 0, 0, 57, 19, 19, 
0, 0, 0, 56, 16, 27, 
0, 0, 0, 48, 17, 21, 
0, 0, 0, 47, 15, 18, 
0, 0, 0, 55, 19, 28, 
0, 0, 0, 38, 24, 24, 
0, 0, 0, 44, 18, 18, 
0, 0, 0, 40, 14, 27, 
0, 0, 0, 35, 14, 18, 
0, 0, 0, 29, 20, 20, 
0, 0, 0, 29, 8, 17, 
0, 0, 0, 23, 16, 15, 
0, 0, 0, 22, 12, 11, 
0, 0, 0, 20, 13, 12, 
0, 0, 0, 20, 9, 16, 
0, 0, 0, 14, 14, 17, 
0, 0, 0, 9, 7, 18, 
0, 0, 0, 12, 13, 25, 
0, 0, 0, 20, 7, 24, 
0, 0, 0, 5, 10, 17, 
0, 0, 0, 11, 19, 16, 
0, 0, 0, 7, 16, 22, 
0, 0, 0, 11, 22, 12, 
0, 0, 0, 9, 11, 15, 
0, 0, 0, 9, 8, 28, 
0, 0, 0, 12, 14, 19, 
0, 0, 0, 7, 36, 26, 
0, 0, 0, 5, 25, 21, 
0, 0, 0, 6, 29, 21, 
0, 0, 0, 5, 34, 27, 
0, 0, 0, 7, 20, 22, 
0, 0, 0, 5, 33, 21, 
0, 0, 0, 12, 31, 19, 
0, 0, 0, 13, 27, 22, 
0, 0, 0, 21, 21, 15, 
0, 0, 0, 12, 28, 25, 
0, 0, 0, 8, 23, 19, 
0, 0, 0, 14, 26, 18, 
0, 0, 0, 11, 15, 29, 
0, 0, 0, 14, 26, 18, 
0, 0, 0, 18, 27, 23, 
0, 0, 0, 18, 28, 18, 
0, 0, 0, 16, 35, 23, 
0, 0, 0, 21, 35, 18, 
0, 0, 0, 26, 29, 27, 
0, 0, 0, 21, 41, 27, 
0, 0, 0, 23, 44, 19, 
0, 0, 0, 22, 29, 18, 
0, 0, 0, 25, 32, 20, 
0, 0, 0, 36, 25, 17, 
0, 0, 0, 33, 26, 13, 
0, 0, 0, 30, 15, 20, 
0, 0, 0, 30, 16, 20, 
0, 0, 0, 34, 20, 17, 
0, 0, 0, 33, 18, 18, 
0, 0, 0, 35, 20, 18, 
0, 0, 0, 40, 20, 24, 
0, 0, 0, 47, 20, 20, 
0, 0, 0, 39, 7, 15, 
0, 0, 0, 41, 30, 14, 
0, 0, 0, 31, 30, 14, 
0, 0, 0, 42, 32, 23, 
0, 0, 0, 62, 25, 28, 
0, 0, 0, 50, 24, 15, 
0, 0, 0, 63, 26, 15, 
0, 0, 0, 49, 32, 22, 
0, 0, 0, 72, 30, 25, 
0, 0, 0, 67, 18, 23, 
0, 0, 0, 72, 19, 14, 
0, 0, 0, 61, 20, 20, 
0, 0, 0, 62, 18, 20, 
0, 0, 0, 66, 9, 23, 
0, 0, 0, 63, 31, 25, 
0, 0, 0, 59, 17, 19, 
0, 0, 0, 82, 16, 26, 
0, 0, 0, 73, 31, 15, 
0, 0, 0, 83, 42, 27, 
0, 0, 0, 67, 31, 16, 
0, 0, 0, 78, 22, 17, 
0, 0, 0, 70, 36, 19, 
0, 0, 0, 82, 42, 26, 
0, 0, 0, 93, 38, 20, 
0, 0, 0, 90, 34, 20, 
0, 0, 0, 87, 19, 16, 
0, 0, 0, 101, 22, 18, 
0, 0, 0, 77, 19, 21, 
0, 0, 0, 99, 25, 28, 
0, 0, 0, 96, 21, 23, 
0, 0, 0, 95, 22, 22, 
0, 0, 0, 87, 25, 15, 
0, 0, 0, 87, 20, 20, 
0, 0, 0, 94, 6, 18, 
0, 0, 0, 74, 11, 19, 
0, 0, 0, 87, 9, 18, 
0, 0, 0, 74, 7, 25, 
0, 0, 0, 84, 12, 16, 
0, 0, 0, 94, 7, 17, 
0, 0, 0, 84, 7, 16, 
0, 0, 0, 95, 5, 19, 
0, 0, 0, 91, 5, 15, 
0, 0, 0, 92, 8, 19, 
0, 0, 0, 84, 13, 18, 
0, 0, 0, 77, 18, 15, 
0, 0, 0, 62, 12, 15, 
0, 0, 0, 93, 8, 18, 
0, 0, 0, 64, 9, 11, 
0, 0, 0, 95, 15, 19, 
0, 0, 0, 73, 6, 16, 
0, 0, 0, 84, 8, 26, 
0, 0, 0, 79, 4, 13, 
0, 0, 0, 60, 4, 18, 
0, 0, 0, 45, 4, 18, 
0, 0, 0, 55, 8, 21, 
0, 0, 0, 53, 7, 25, 
0, 0, 0, 49, 7, 24, 
0, 0, 0, 41, 13, 21, 
0, 0, 0, 52, 8, 23, 
0, 0, 0, 41, 5, 17, 
0, 0, 0, 34, 4, 13, 
0, 0, 0, 29, 7, 22, 
0, 0, 0, 37, 11, 20, 
0, 0, 0, 25, 8, 18, 
0, 0, 0, 26, 15, 17, 
0, 0, 0, 18, 6, 17, 
0, 0, 0, 19, 6, 18, 
0, 0, 0, 17, 9, 14, 
0, 0, 0, 15, 7, 15, 
0, 0, 0, 23, 5, 20, 
0, 0, 0, 12, 3, 18, 
0, 0, 0, 14, 5, 21, 
0, 0, 0, 7, 12, 29, 
0, 0, 0, 12, 7, 21, 
0, 0, 0, 9, 5, 19, 
0, 0, 0, 9, 3, 24, 
0, 0, 0, 13, 6, 21, 
0, 0, 0, 14, 8, 23, 
0, 0, 0, 7, 3, 19, 
0, 0, 0, 8, 9, 19, 
0, 0, 0, 8, 3, 19, 
0, 0, 0, 9, 18, 29, 
0, 0, 0, 9, 15, 23, 
0, 0, 0, 12, 28, 18, 
0, 0, 0, 15, 33, 14, 
0, 0, 0, 16, 20, 10, 
0, 0, 0, 5, 14, 16, 
0, 0, 0, 9, 18, 21, 
0, 0, 0, 19, 16, 21, 
0, 0, 0, 20, 5, 17, 
0, 0, 0, 19, 11, 25, 
0, 0, 0, 22, 11, 15, 
0, 0, 0, 15, 11, 17, 
0, 0, 0, 21, 13, 21, 
0, 0, 0, 16, 11, 20, 
0, 0, 0, 19, 9, 13, 
0, 0, 0, 26, 7, 17, 
0, 0, 0, 30, 19, 21, 
0, 0, 0, 25, 19, 27, 
0, 0, 0, 21, 14, 29, 
0, 0, 0, 23, 20, 19, 
0, 0, 0, 32, 19, 22, 
0, 0, 0, 35, 21, 23, 
0, 0, 0, 36, 14, 22, 
0, 0, 0, 44, 12, 24, 
0, 0, 0, 42, 14, 21, 
0, 0, 0, 35, 11, 18, 
0, 0, 0, 37, 16, 19, 
0, 0, 0, 41, 17, 15, 
0, 0, 0, 49, 13, 22, 
0, 0, 0, 58, 11, 22, 
0, 0, 0, 50, 9, 15, 
0, 0, 0, 34, 13, 19, 
0, 0, 0, 54, 7, 14, 
0, 0, 0, 44, 19, 30, 
0, 0, 0, 41, 14, 14, 
0, 0, 0, 52, 35, 22, 
0, 0, 0, 62, 29, 23, 
0, 0, 0, 63, 18, 24, 
0, 0, 0, 53, 16, 24, 
0, 0, 0, 62, 16, 22, 
0, 0, 0, 72, 14, 20, 
0, 0, 0, 76, 20, 17, 
0, 0, 0, 78, 27, 20, 
